0.0,0,2,75
0.00392156862745098,0,3,77
0.00784313725490196,0,3,79
0.011764705882352941,0,4,81
0.01568627450980392,0,4,83
0.0196078431372549,0,4,85
0.023529411764705882,0,5,88
0.027450980392156862,0,5,90
0.03137254901960784,0,5,92
0.03529411764705882,0,5,94
0.0392156862745098,0,5,96
0.043137254901960784,0,5,98
0.047058823529411764,0,5,100
0.050980392156862744,0,5,102
0.054901960784313725,0,5,104
0.058823529411764705,1,5,106
0.06274509803921569,1,5,109
0.06666666666666667,1,5,111
0.07058823529411765,1,5,113
0.07450980392156863,2,5,115
0.0784313725490196,2,5,117
0.08235294117647059,2,5,119
0.08627450980392157,3,5,121
0.09019607843137255,3,5,124
0.09411764705882353,3,5,126
0.09803921568627451,4,5,128
0.10196078431372549,4,5,130
0.10588235294117647,4,5,132
0.10980392156862745,4,6,135
0.11372549019607843,5,6,137
0.11764705882352941,5,6,139
0.12156862745098039,5,6,141
0.12549019607843137,5,6,144
0.12941176470588237,6,6,146
0.13333333333333333,6,6,148
0.13725490196078433,6,6,150
0.1411764705882353,6,6,153
0.1450980392156863,6,6,155
0.14901960784313725,6,6,157
0.15294117647058825,6,6,159
0.1568627450980392,6,6,162
0.1607843137254902,6,7,164
0.16470588235294117,5,7,166
0.16862745098039217,5,7,169
0.17254901960784313,5,7,171
0.17647058823529413,5,7,173
0.1803921568627451,5,8,175
0.1843137254901961,5,8,178
0.18823529411764706,5,8,180
0.19215686274509805,5,8,182
0.19607843137254902,5,9,184
0.2,6,9,186
0.20392156862745098,6,10,189
0.20784313725490197,7,10,191
0.21176470588235294,8,10,193
0.21568627450980393,9,11,195
0.2196078431372549,11,11,197
0.2235294117647059,12,12,199
0.22745098039215686,13,12,201
0.23137254901960785,15,13,203
0.23529411764705882,16,13,205
0.23921568627450981,18,14,207
0.24313725490196078,19,14,209
0.24705882352941178,21,15,211
0.25098039215686274,22,15,213
0.2549019607843137,24,16,214
0.25882352941176473,25,17,216
0.2627450980392157,27,17,218
0.26666666666666666,29,18,220
0.27058823529411763,30,18,222
0.27450980392156865,32,19,223
